no,tweet,label
881,Nde nangin enda nge pagi man permen nande,positive
882,entah kai nge ban ndu durma daging ndu,neutral
883,bagi kurmak I tepi rakit,neutral
884,Nartar bungana rudang rudang ateku ngena,negative
885,Bulung na melus tading ranggasna,negative
886,kam mbaba-baba ateku ceda,negative
887,Nadingken kuta erlajang bana,negative
888,Meledang batang cikala,neutral
889,La kuarap buahna la bas batang na,neutral
890,Sirang ras ate ngena,negative
891,Penggaya gaya kena ngayaki harta,negative
892,Lebih lima tahun taneh kuta lanai ku dedeh,negative
893,Teman teman e pe nggo rate tedeh,negative
894,Kubegi beritana rudang si nggo ndube tersereh,neutral
895,Mulihi Sirang ras bulangen na,negative
896,Lasam la tama ngaru,neutral
897,Bekas ku latih bagi nggugahi pucuk galuh,neutral
898,Tedaram kena man bangku,neutral
899,Segelah aku gancih sambar perbulangen ndu,neutral
900,temani aku asa metua,positive
901,anak kucing e rusur kurang mejile akapna nandena perbahan nandena e mbiring kal rupana,negative
902,E maka isambarina me atena nandena,neutral
903,Lawes me ia ndahi matawari nina,neutral
904,aku kam kal ateku kubahan jadi nande ku,neutral
905,sebab kam terang kal rupandu,negative
906,"O anak kucing, kami matawari enda pe suah kal akap kami.",negative
907,"Sebap adi reh embun, minter kal bene terang kami e, itutupina kami, gelap minter",negative
908,Kenca bage lawes ka me anak kucing e ndahi embun ,positive
909," embun, aku kam kal ateku kubahan jadi nandengku, sebap matawari pe banci italukendu",neutral
910,"Labo bage, o anak kucing! Kami pe gulut nge akap kami, sebab reh kenca angin, I embusna kami, minter mistak kami.",negative
911,Kenca bage lawes ka me anak kucing e ndahi angin,neutral
912,"angin, aku kusambari ateku nande ku: kam kal ateku jadi nandengku",neutral
913," anak kucing, labo bagi katandu e, kami angin enda pe mesui nge ate kami, sebap adi rembus kenca kami minter I tombeng deleng",negative
914," deleng, aku kam kal ateku kubahan jadi nandengku, sebap angin pe banci  italuken kam",neutral
915,"Labo bagi katandu e, o anak kucing",neutral
916,"Kami deleng-deleng pe lit nge sinanggel kami, sebab keri meruhruh daging kami I kuruki menci.”",negative
917,E maka lawes ka anak kucing e ndahi menci,neutral
918,"menci, kam kal ateku kubahan jadi nandengku, sebab deleng-deleng pe talu nge I bahan kam",neutral
919,"Labo bagi kata ndu ena, kami ras anak-anak kami I tangkap kucing mbiring ",negative
920,kenca bage maka lawes me anak kucing ndai ndahi kucing mbiring e janahna kiam lanai tehna tumburen.,neutral
921,"Kam ngenca I bas pusuhku, kam ngenca kuharapken teman geluhku",positive
922,Meriah kel ukur ta lit denga waktu ras jelma si ate ta keleng,positive
923,"Tuhu tuhu min ku dat ateku ngena, mesui ateku perbahan ate ngena nggo lawes ndauh lanai pernah I ukurina",positive
924,Labo lit sisalah radumken ate ngena. Perbahanke ate ngena kita sekalak si metehsa,positive
925,"Ngkelengi kam nge sura suraku, Ras kam ngenca ateku, ndauh pe si kita sirang pusuhku lanai bo lit sideban",positive
926,"I bas ate ngena lit kesenangen, seloro, tawa, megelut, putus asa, luka ibas pusuh, sie kerina lanai bo terlupaken ibas ate ngenna, em artina ate ngena",positive
927,"Si ate ndu ngena, labo senang kam ndat sa. Adina tuhu tuhu atendu ngena ula sempat kam menyerah ras berusahalah kam demi ukurndu",positive
928,Kekelengendu si mbagesna banci dat ndu adi na bas ukurndu lit denga ate ngena ras kekelengenndu,positive
929,"Labo perlu kam mejile gelahna banci ras aku, si perlu I lakukenndu e me kap buktikenndu adina perlu kam man bangku",positive
930,"Lit seribu hal si erbahansa ku tadingken ate ku kena, tapi lit sada hal sierbahansa aku tetap I jenda. Ngena ateku kam.",positive
931,Reh ras lawes pas kel bagi angin si la lit aturenna bali kel ras ate ngenna kadang seh riahna kadang seh kel lengetna,positive
932,Sandailah kam ibas baraku ngasa gejapkenndu kesenangen perbahanken enggo keharusen ban bangku mbereiken man bandu kesenangen.,positive
933,"Lanai bo lit kesenangen bas geluh ta adi lanai lit ate ngenna, tapi ate ngena I benakenndu ibas kesalahen emekap erdampakken keburuken ibas geluhndu",negative
934," Si tuhuna ate ngena erpengidah nge, ate ngena situhuna, si ndube I harapken. Si la erpengidah e emekap perbahanken la tehndu uga ndalankensa adina la lit pertimbangen.",positive
935,Perban enggo ndekah sitik situs sastra karo enda ndai la i update,negative
936,e makana gundari enggo modifikasi kami situs enda gelah erjilena,positive
937,ras er pedasna i akses arah komputer/laptop ntah pe mobile,positive
938,kubahan pagi maka bangsa enda malang man bandu,neutral
939,erkiteken si e adi berkat pagi kam,neutral
940,anak sintua ntah asuh asuhen ndu,neutral
941,kerina jadi sikerajengen ndu tuhu-tuhu,neutral
942,jungut-jungut kel ia ras aku,negative
943,I junguti na aku perban aku si salah,negative
944,lang gegehta la cukup lako merang ia,neutral
945,ukurna si meterukna I bas kerina manusia,negative
946,tapi adi ngerana aku ras ia lalap aku si talu,negative
947,e maka aku ngerana ras ia petalatala,neutral
948,lit piga piga kalak asing ikut bas perdalanen tas e,neutral
949,labo perban mbelang juma bibi ras bengkila makana aku git man bandu,neutral
950,kenca kemah perjumpan e enggo pajek,neutral
951,aku keleng man bandu perban perbahanendu e si erbansa aku la ngasup sirang,positive
952,aku Marga Guru Singa. ,neutral
953,sepuluh dua mangkuk pirak ras sepiluh dua baskom pirak ,neutral
954,"kenca bage, tupung paha si arah lebe bajar biri-biri ndai enggo itasakken",neutral
955,kerina kalak si bege la bersih rikutken peraturan,neutral
956,ise kari arah lebe I bas peperangen e,neutral
957,kerina tentara si anak perana denga si I pimpin kepala-kepala daerah e,neutral
958,ise kari lebe menai serangen e,neutral
959,kenca bagei I benaken ndu,neutral
960,salihkenlah wari e jadi gelap,neutral
961,engakai maka iampu nandeku ,neutral
962,adi mate aku tupung si e,negative
963,jenari banci aku medem,neutral
964,"adi kitik denga ras si lenga erjabu, lenga denga i bahanken rebu bas ia, sebab lenga lit simetua ras turangku na, ",neutral
965,tapi adi si enggo erjabu arus eteh na rebu ras arus I dalanken na,neutral
966,"adi aku si ngidahsa, lanai mungkin kupediat mami ntah pe permainku guling ntah pe bangger",negative
967,"erturangku  ras  ersimetua  la  banci ngerana, sitatapen langsung",neutral
968,Ngerana arus erkite-kiteken  jelma  si  deban,neutral
969,"Adi  lalit jelma, ngerana  erkiteken kais  i  lit;  misalna pintu, jendela, kaca, kerbo",neutral
970,"hei  anak, kataken man permaen ena ban kopi ningen",neutral
971,"kataken  man  turangku  lit  pesta  i kuta, undangenna enggo lit i rumah",neutral
972,Sekali enda lit piga berita simehuli ipesusur kami,positive
973,sipemena emekap berita makana pembangunen jalan layang cantilever Medan – Berastagi  ibenaken ibas bulan Januari 2021 Sienda banci terjadi erkiteken lit keersadan gegeh Pemkab Karo ras anggota DPR RI (F PDIP) Bob Andika Mama -na Sitepu guna nekseki Kementerian PUPR,positive
974,Bagi si eteh maka enda dengang lapuran keuangan Pemkab Karo ndatken opini WTP.,positive
975,Emaka tuhu meriah kal ukurta,positive
976,Bagepe ipesusur kami ka sada tulisen kerna budaya emekap terkait ras kata pengindo ibas syair lagu-lagu Karo kontemporer,positive
977,Bagepe sada puisi si judulna “Katoneng-Katoneng Money Politics”,neutral
978,sebage kata persinget gelah min ibas pilkada enda ula aloken politik serpi,positive
979,Percakapen Pa Katan ras kandu-kanduna Pa Taras pe sekali enda kerna money politics bas pilkada,negative
980,Alu pengarapen banci jadi kata persinget uga genjengna praktek politik serpi ibas pilkada si erbahansa la banci terpilih bupati si mehuli,positive
981,Dage bagem lebe sengkebabah kata ibas kami nari sierkeras i dapur redaksi,neutral
982,Mejuah-juah kam ngogesa ras sehat-sehat kita kerina,positive
983,"Nina Nibul (nini bulang) mbarenda, asal kami situhuna i Mongol nari",neutral
984,Lit nai tentera Mongol seh ku Palembang asum kerajan Sriwijaya berjaya.,neutral
985,"jumpa ras sekalak diberu, beru Karo, i empoi Tadu Khan enda me ia.",positive
986,Sinursurna em empung nu empung nu empung nu empung nu empung kami,neutral
987,"Erkiteken perdalanen waktu, keturunen Tadu Khan enda dungna make merga Sembiring Colia",neutral
988,"Lang situhuna ersenina nge tuturku ras mantan kipar Bayern Munchen, Oliver Khan",neutral
989,Bagepe ras bintang filem Bollywood Shahrukh Khan,neutral
990,amin gia ayo kami la seri gantengna ras nasibna mehuli,positive
991,"la bagi sekarajangenku. Nggeluh terjelpa-jelpa, man pe engkelangi Ngui ngui ngui",neutral
992,Ma perlu kalak ah cingkam,neutral
993,I reba Nini Rahu lit ije batang cingkam si seh kal galangna.,neutral
994,ula kin asal i embusi saja,negative
995,"Seh kal cedana ukurku megi turi-turin si ikataken bengkila rebih. La kin nge lit dalinta rukur dingen robah, nina ukurku",negative
996,La kap kuangka kai maksudmu e nak,negative
997,"Ceda ukurku nim, ence la kin banci kita robah nimka",negative
998,Sitik pe la jelas man bangku. Turiken dage min alu manjar-anjar yah. Kai kin si jadi rebih,neutral
999,tambari gelah malem,positive
1000,Si Ani usur sisaling-salingen ras si Mina.,negative
